arm,seed,step,aux_active,margin,entropy,pos_score,neg_score,logit_var,grad_score,grad_hidden,grad_Wq,grad_Wk,hidden_cos_gap,proj_qk_cos_gap,task_loss
A,0,2499,False,0.19043731689453125,0.06000678241252899,-79.66803741455078,-79.85847473144531,4800.920607089996,0.0008277412271127105,0.004061183892190456,0.005983288399875164,0.02094518020749092,0.05137652053963393,-0.021670834200146316,1.6923835277557373
A,1,0,False,-0.0294752586632967,1.3751676082611084,-0.045806966722011566,-0.016331708058714867,0.022997599586233264,0.005567161366343498,0.05232546851038933,0.04019042104482651,0.03875521570444107,0.5572015729509682,-0.017746049108003113,3.445223331451416
A,1,250,False,-0.5141382217407227,0.5965520739555359,-8.906636238098145,-8.392498016357422,15.417780840711202,0.011050395667552948,0.02334159053862095,0.09677000343799591,0.18503603339195251,0.1019986579437197,-0.022500156473446054,1.8251374959945679
A,1,500,False,-1.1176958084106445,0.2173456847667694,-11.531286239624023,-10.413590431213379,59.20319076627493,0.006859359797090292,0.01709117367863655,0.09329953789710999,0.15449148416519165,0.06096290852292441,-0.04024786356118665,1.6464486122131348
A,1,750,False,-2.8080320358276367,0.10681025683879852,-9.244528770446777,-6.436496734619141,157.8094874471426,0.0026933150365948677,0.012465470470488071,0.017638053745031357,0.05845934525132179,0.0802893898556552,-0.06950435711769387,1.6133952140808105
A,1,1000,False,0.194793701171875,0.11728969216346741,-19.80794334411621,-20.002737045288086,306.86990892887115,0.004015875980257988,0.009562956169247627,0.03614068403840065,0.050161007791757584,0.017203400348080322,0.0033333203561293767,1.633631706237793
A,1,1250,False,-1.33465576171875,0.19220180809497833,-20.292387008666992,-18.957731246948242,259.2918747961521,0.0025356097612529993,0.007821963168680668,0.043443381786346436,0.05366945266723633,0.011113423289013269,-0.044947866510483436,1.588780403137207
A,1,1500,False,1.1980781555175781,0.1659458428621292,-9.559062004089355,-10.757140159606934,121.0914463698864,0.0008828584686852992,0.0059042093344032764,0.0080504035577178,0.027800675481557846,-0.010894776554778218,0.01860708397968361,1.523995041847229
A,1,1750,False,2.1265249252319336,0.09842465072870255,-15.828129768371582,-17.954654693603516,355.5577118396759,0.0019443666096776724,0.004948033019900322,0.010508554987609386,0.036634232848882675,-0.035390399784470616,0.02121843334073975,1.5523767471313477
A,1,2000,False,0.6635246276855469,0.08480190485715866,-38.55586242675781,-39.21938705444336,1426.259373664856,0.0019018873572349548,0.00526230875402689,0.012440798804163933,0.038469348102808,0.0027035624079871923,0.0011979043580747084,1.5764120817184448
A,1,2250,False,-2.477428436279297,0.021506991237401962,-49.936424255371094,-47.4589958190918,2816.9284172058105,0.0020104374270886183,0.0072572664357721806,0.025021374225616455,0.08266940712928772,0.023966258129803464,-0.025566682326219337,1.6183903217315674
A,1,2499,False,-0.19009017944335938,0.02649880200624466,-42.709190368652344,-42.519100189208984,3861.174949645996,0.001170808682218194,0.00432397797703743,0.0056762401945889,0.025348924100399017,-0.04001563095274224,-0.015403820444286509,1.5122319459915161
A,2,0,False,-0.018062787130475044,1.3780289888381958,-0.008372949436306953,0.00968983769416809,0.01644518753801094,0.005007619969546795,0.0468926765024662,0.03010360337793827,0.028655698522925377,0.49818074848735705,-0.011337940299805876,3.3924694061279297
A,2,250,False,0.3017416000366211,0.35497409105300903,-9.459324836730957,-9.761066436767578,20.853944681584835,0.00852354709059,0.01986091583967209,0.06733832508325577,0.16844594478607178,0.11691218191117514,-0.002593503624666482,1.7336150407791138
A,2,500,False,1.6019973754882812,0.26755931973457336,-13.349555969238281,-14.951553344726562,78.67917062342167,0.016937822103500366,0.028461232781410217,0.237382173538208,0.4691973328590393,0.11115215919077553,0.04016120718248811,1.677027702331543
A,2,750,False,1.9418754577636719,0.16084928810596466,-17.744823455810547,-19.68669891357422,207.19865813851357,0.008083781227469444,0.014553762972354889,0.1121484786272049,0.1895563304424286,0.12106586370403721,0.04762900482940796,1.5380722284317017
A,2,1000,False,4.782489776611328,0.11973952502012253,-43.555641174316406,-48.338130950927734,730.5143439769745,0.0012154306750744581,0.006615085061639547,0.011156287975609303,0.03540505841374397,0.09838616876125644,0.023453749556210823,1.4784705638885498
A,2,1250,False,-0.3275642395019531,0.14516933262348175,-24.535533905029297,-24.207969665527344,232.66010434459895,0.0012221992947161198,0.006197712849825621,0.006893230602145195,0.02071673981845379,0.08770853809740703,0.0030126425165993287,1.5426863431930542
A,2,1500,False,1.1597328186035156,0.06924165040254593,-59.510963439941406,-60.67069625854492,1265.007984638214,0.0024403510615229607,0.00694856746122241,0.021627191454172134,0.10699278861284256,0.06042731392274919,0.014737301671023828,1.5291626453399658
A,2,1750,False,0.2576026916503906,0.0565827414393425,-55.13431930541992,-55.39192199707031,3423.581022620201,0.0020550100598484278,0.005696230102330446,0.04003577306866646,0.07537679374217987,0.06520321113445487,-0.005354016582714394,1.6300110816955566
A,2,2000,False,-0.8831405639648438,0.034742750227451324,-55.8343620300293,-54.95122146606445,2770.1479387283325,0.0009197450708597898,0.004073669668287039,0.00451582670211792,0.02594096027314663,0.06962368083380471,-0.015403936905689364,1.5288203954696655
A,2,2250,False,-0.25495147705078125,0.08503788709640503,-79.5497055053711,-79.29475402832031,3660.2865228652954,0.000801878806669265,0.004013191442936659,0.007569942623376846,0.023647811263799667,0.07397157886831945,-0.009693588469720793,1.5388543605804443
A,2,2499,False,1.2048797607421875,0.10227406024932861,-51.134517669677734,-52.33939743041992,1700.8685820698738,0.004035076126456261,0.007503677625209093,0.07493746280670166,0.166969433426857,0.03812245458054048,-0.01019523132708855,1.5576444864273071
C,0,0,True,-0.023315712809562683,1.3775675296783447,-0.059160999953746796,-0.03584528714418411,0.017176167487036764,0.005074237007647753,0.051004402339458466,0.03328622505068779,0.03392371907830238,0.5379553599680852,-0.0180610441408741,3.7264838218688965
C,0,250,True,9.283557891845703,0.09188905358314514,8.771930694580078,-0.5116276741027832,74.09448298811913,0.01409902423620224,0.03143678978085518,0.3268773853778839,0.29592272639274597,0.6870993081198927,0.3456662615838771,0.014708828181028366
C,0,500,True,8.060343742370605,0.13232561945915222,8.133136749267578,0.07279304414987564,88.57837224006653,8.105794222501572e-06,9.436871914658695e-05,0.00016867289377842098,0.00019368351786397398,0.7473237556259846,0.22261156109743752,0.0004919512430205941
C,0,750,True,7.222772598266602,0.17453603446483612,7.626856803894043,0.40408432483673096,79.13339965324849,2.064743540586278e-07,1.3466556993080303e-05,3.9857186493463814e-06,4.334324330557138e-06,0.7463224612680884,0.18942940279763812,0.00016441498883068562
C,0,1000,True,11.430224418640137,0.10910487174987793,10.579490661621094,-0.8507335782051086,157.59540245309472,0.02092677354812622,0.08243086189031601,0.4917601943016052,0.5664186477661133,0.7201424198719906,0.24475776971667074,0.14662668108940125
C,0,1250,True,21.976703643798828,0.07551249116659164,19.835987091064453,-2.1407155990600586,271.429877910763,0.008662005886435509,0.04703838378190994,0.2901220917701721,0.3326694071292877,0.8876586992798062,0.39309917458255467,0.007278779521584511
C,0,1500,True,25.331539154052734,0.02752004750072956,24.73054313659668,-0.6009957790374756,358.58476227521896,0.00010697308607632294,0.0032813292928040028,0.0037050144746899605,0.004121814854443073,0.8497797656721863,0.4532827715253613,0.0024370772298425436
C,0,1750,True,28.78331184387207,0.04027629643678665,27.779422760009766,-1.0038896799087524,299.44905948638916,4.0218060348706786e-06,3.681008456624113e-05,0.00013963988749310374,0.00015233831072691828,0.9100923866644735,0.5584986877571888,0.00011430268932599574
C,0,2000,True,30.704824447631836,0.07740272581577301,30.042808532714844,-0.6620166301727295,415.9309269785881,0.004573616664856672,0.031758107244968414,0.13194069266319275,0.21125584840774536,0.8975001590054793,0.5093929215096674,0.03933655098080635
C,0,2250,True,41.176055908203125,0.024186810478568077,40.97205352783203,-0.20400166511535645,591.1947292685509,0.0007882988429628313,0.02501635067164898,0.03190833702683449,0.03680400177836418,0.9131000147511562,0.5786789612175198,0.1355142742395401
C,0,2499,True,44.970550537109375,0.02727336809039116,43.0186767578125,-1.95187246799469,714.95748052001,2.4962605493783485e-06,0.00019081890059169382,8.98681246326305e-05,0.00014880301023367792,0.9183559335603301,0.5660282177220021,0.0002856411738321185
C,1,0,True,-0.029461901634931564,1.3751670122146606,-0.045801401138305664,-0.0163394995033741,0.02299925029001315,0.005567023530602455,0.05232522264122963,0.040192294865846634,0.038754478096961975,0.5572444703187406,-0.01773686670397486,3.4453039169311523
C,1,250,True,0.24454402923583984,0.4069875478744507,-9.058958053588867,-9.303502082824707,14.177952553611249,0.0041869222186505795,0.02237921580672264,0.04197849705815315,0.10170955955982208,0.23461156634342237,0.00919342099223286,1.6554332971572876
C,1,500,True,0.5479536056518555,0.27410733699798584,-11.818050384521484,-12.36600399017334,23.407067120075226,0.012711734510958195,0.028732141479849815,0.12115069478750229,0.2235582023859024,0.1874504725904747,0.016034505322750192,1.8774195909500122
C,1,750,True,-0.4233589172363281,0.4496110677719116,-17.818130493164062,-17.394771575927734,10.23586630471982,0.006643244996666908,0.03135326877236366,0.04535305127501488,0.15344984829425812,0.31665452499873936,-0.030393156688660383,1.6452884674072266
C,1,1000,True,-0.16304588317871094,0.6706587672233582,-22.7174129486084,-22.554367065429688,5.153261428698897,0.005962591152638197,0.025019919499754906,0.08315392583608627,0.1340356469154358,0.2582274082281704,0.00020291097462177277,1.681483268737793
C,1,1250,True,0.107330322265625,0.43015122413635254,-49.46780014038086,-49.575130462646484,10.649106060620397,0.001640342641621828,0.013116659596562386,0.01085743773728609,0.040519725531339645,0.13870269677621158,0.0018157283775508404,1.5199637413024902
C,1,1500,True,0.3530387878417969,0.39232075214385986,-47.35481262207031,-47.70785140991211,22.003776893019676,0.010612569749355316,0.0340840145945549,0.061742547899484634,0.21234136819839478,0.11705100647911118,-0.0036674123257398605,1.5663862228393555
C,1,1750,True,1.03912353515625,0.3386065661907196,-76.91545867919922,-77.95458221435547,20.72305753827095,0.0059842453338205814,0.023323092609643936,0.06515825539827347,0.1903519332408905,0.10312698106766523,0.0014063784231742593,1.5905096530914307
C,1,2000,True,-0.7303390502929688,0.25505152344703674,-61.32387161254883,-60.59353256225586,183.9810719937086,0.004848458804190159,0.024911940097808838,0.0379185825586319,0.1614815890789032,0.11264402453040627,-0.006619100652945575,1.5813803672790527
C,1,2250,True,-0.3614921569824219,0.08099980652332306,-45.02867889404297,-44.66718673706055,205.0441575050354,0.0027528712525963783,0.012669571675360203,0.02023179642856121,0.049754973500967026,0.1056299329890559,-0.012281119648832828,1.6413966417312622
C,1,2499,True,1.6488723754882812,0.12102783471345901,-89.9222640991211,-91.57113647460938,165.90044714137912,0.0023678496945649385,0.009002231061458588,0.008879752829670906,0.022202953696250916,0.09130553983898912,0.00029798131436109543,1.5225512981414795
C,2,0,True,-0.018001411110162735,1.3780274391174316,-0.008303117007017136,0.009698293171823025,0.01644838853553665,0.005007497034966946,0.046893201768398285,0.03010285086929798,0.02865372970700264,0.49815717807602294,-0.011296135979743365,3.392622470855713
C,2,250,True,3.2847793102264404,0.2510172426700592,2.5809693336486816,-0.703809916973114,36.175056173000485,0.02384061925113201,0.06224341690540314,0.4908622205257416,0.49557748436927795,0.7240990038699238,0.09476914599751277,0.07646071910858154
C,2,500,True,10.181112289428711,0.13470663130283356,9.074471473693848,-1.106641173362732,98.59812916442752,0.005028464365750551,0.016210220754146576,0.09510921686887741,0.14681020379066467,0.7250394635411794,0.3165980354873075,0.004848877899348736
C,2,750,True,4.227960109710693,0.045760829001665115,3.6901862621307373,-0.5377737879753113,87.2088374197483,6.305194256128743e-05,0.0005627651116810739,0.00175356469117105,0.0017927625449374318,0.7844224091034752,0.07273450345383026,0.0013025333173573017
C,2,1000,True,4.379065990447998,0.11699287593364716,5.729966163635254,1.3509000539779663,133.9040819387883,0.012496830895543098,0.07050534337759018,0.3775731921195984,0.4985276460647583,0.8616734474392919,0.0736763434591315,0.16604429483413696
C,2,1250,True,20.95146942138672,0.07966532558202744,19.17247772216797,-1.7789926528930664,291.80924870073795,8.334594895131886e-06,0.0005787991685792804,0.00017569769988767803,0.0003076934954151511,0.8760235288452046,0.41231046070364147,0.0012072905665263534
C,2,1500,True,20.174091339111328,0.06069067865610123,18.869583129882812,-1.3045083284378052,315.71096171438694,2.0510506146820262e-05,0.00033127068309113383,0.0005487647140398622,0.0006866969633847475,0.8681417582411086,0.3368406871886691,0.0006478321738541126
C,2,1750,True,18.54499626159668,0.07575203478336334,16.859254837036133,-1.6857415437698364,272.4584465622902,8.16362717159791e-06,7.490332063753158e-05,0.00026601695572026074,0.00029798957984894514,0.8814706241876896,0.33350876403953106,0.00010315566032659262
C,2,2000,True,16.879112243652344,0.0911875069141388,15.311707496643066,-1.5674052238464355,233.46496054530144,1.7513954162495793e-06,3.835398820228875e-05,4.0745086153037846e-05,6.897741695865989e-05,0.8889951002711314,0.30885443395042483,6.314105121418834e-05
C,2,2250,True,20.93329620361328,0.05431811138987541,18.530160903930664,-2.4031357765197754,286.70877282321453,6.066604214538529e-07,3.721072425832972e-05,1.0785919585032389e-05,1.9215729480492882e-05,0.858646272088663,0.35216409419566236,7.417388405883685e-05
C,2,2499,True,21.30227279663086,0.06499704718589783,18.96923828125,-2.333033800125122,298.1954857558012,1.0400567873602995e-07,1.4981607819208875e-05,1.7297656995651778e-06,3.4313850392209133e-06,0.8592152325800271,0.3578538367776976,3.4506170777603984e-05
D,0,0,True,-0.01953611522912979,1.3776377439498901,-0.05501189082860947,-0.035475775599479675,0.017039429615351764,0.005072515923529863,0.05100560560822487,0.033260978758335114,0.03390974923968315,0.537899342176388,-0.015594471709240072,3.7267019748687744
D,0,250,True,17.15666961669922,0.005660010501742363,16.93122673034668,-0.22544337809085846,85.85529328882694,0.004365299828350544,0.03737318515777588,0.09078235179185867,0.0638030469417572,0.2861720857569405,0.7435847818560433,1.1750946044921875
D,0,500,True,26.400585174560547,0.0019257263047620654,25.00721549987793,-1.3933706283569336,186.64051365852356,0.005896663758903742,0.05208346247673035,0.06528983265161514,0.06512214988470078,0.30872856478526955,0.7584938479655344,0.8584139943122864
D,0,750,True,27.88076400756836,0.008697583340108395,25.53406524658203,-2.346698522567749,213.13660669326782,0.006385316606611013,0.05051782727241516,0.07321532070636749,0.10338018089532852,0.2767269596843107,0.7427735291372907,0.4025989770889282
D,0,1000,True,35.089847564697266,0.008089778944849968,32.88804626464844,-2.2018017768859863,372.5072373151779,0.007538274396210909,0.04012766480445862,0.17579112946987152,0.11584257334470749,0.284546606426981,0.7286634631454945,0.20347435772418976
D,0,1250,True,39.024906158447266,0.0013406593352556229,36.640377044677734,-2.3845303058624268,421.2620874643326,0.02597803808748722,0.059475384652614594,0.6748889684677124,0.6025061011314392,0.29438640280083445,0.7417043633128438,0.10550269484519958
D,0,1500,True,30.105514526367188,0.00367431971244514,30.090797424316406,-0.014717618934810162,279.94508372992277,0.005140853580087423,0.01827305369079113,0.08949527144432068,0.12647922337055206,0.212036959133305,0.6858011119232591,0.03085118718445301
D,0,1750,True,34.637413024902344,0.01344156265258789,33.082096099853516,-1.5553172826766968,368.69157153367996,0.013509197160601616,0.03841514140367508,0.2169906347990036,0.1500619798898697,0.23319039427830524,0.6932709757578172,0.10740916430950165
D,0,2000,True,44.458160400390625,6.376406417984981e-06,45.676849365234375,1.2186884880065918,596.2458212375641,0.020162103697657585,0.049003951251506805,0.18598978221416473,0.2602840065956116,0.27101349993851426,0.7433513690775726,0.06110670417547226
D,0,2250,True,50.48558044433594,8.682459156261757e-05,49.12821578979492,-1.3573646545410156,740.9164950847626,8.372267620870844e-05,0.0043049887754023075,0.001680841320194304,0.0012185380328446627,0.2986552143411245,0.74118266061123,0.009139235131442547
D,0,2499,True,46.620277404785156,6.28187217444065e-06,46.522544860839844,-0.09773367643356323,666.424076795578,0.006355054676532745,0.019572874531149864,0.10969943553209305,0.18382787704467773,0.278623768647473,0.7465279059930859,0.04679127037525177
D,1,0,True,-0.024500736966729164,1.3753167390823364,-0.04053690284490585,-0.01603616587817669,0.022708463275193935,0.005565990693867207,0.05232663080096245,0.04016992449760437,0.0387214720249176,0.5571693526871968,-0.014730127955166003,3.445380449295044
D,1,250,True,18.039058685302734,0.05480044335126877,18.325925827026367,0.28686803579330444,97.35226116329432,0.015322322957217693,0.037678319960832596,0.318649560213089,0.22220425307750702,0.28842911625785445,0.7235638101022536,1.267231822013855
D,1,500,True,22.936546325683594,0.00299286562949419,20.58275032043457,-2.353795289993286,142.08714690804482,0.004708834458142519,0.04058518633246422,0.09740240126848221,0.06755395233631134,0.2134458939884401,0.7172695680977389,0.772848904132843
D,1,750,True,28.658607482910156,0.004733068868517876,27.184118270874023,-1.4744892120361328,233.02285701036453,0.015828000381588936,0.051648858934640884,0.31849029660224915,0.2805405259132385,0.22563307285599876,0.7162142585851446,0.2828330397605896
D,1,1000,True,37.552433013916016,0.0027690338902175426,36.01357650756836,-1.5388575792312622,367.83730387687683,0.0003197038022335619,0.021984251216053963,0.0067203594371676445,0.004501236602663994,0.253089749533198,0.7676260805844018,0.11801888048648834
D,1,1250,True,37.162357330322266,3.673430910566822e-05,35.623321533203125,-1.5390373468399048,372.3625183105469,0.020824996754527092,0.05574696511030197,0.5079297423362732,0.32137367129325867,0.24356452150580782,0.7244131273958677,0.14509068429470062
D,1,1500,True,37.194252014160156,0.00037057173904031515,36.33078384399414,-0.8634691834449768,383.83328527212143,0.006218602880835533,0.03372512012720108,0.04803812876343727,0.05040229856967926,0.21024108413742704,0.7145685125093829,0.14808586239814758
D,1,1750,True,56.33683776855469,0.0004875282756984234,53.13520812988281,-3.201629400253296,904.5803983211517,0.00031648093136027455,0.021074989810585976,0.009740212000906467,0.0071845827624201775,0.31877841362196097,0.7767498449951139,0.06151844933629036
D,1,2000,True,47.165645599365234,1.3101174545226968e-06,45.15323257446289,-2.0124146938323975,600.505196928978,0.0017102488782256842,0.007772581651806831,0.04170457273721695,0.031380604952573776,0.2576916702964809,0.7446170990321358,0.009653055109083652
D,1,2250,True,46.550132751464844,5.376477929530665e-07,46.79115295410156,0.2410212755203247,603.0592226982117,4.462112337932922e-05,0.020038288086652756,0.00044225066085346043,0.000515054794959724,0.2435791448272842,0.7132730126735017,0.06103105843067169
D,1,2499,True,47.33368682861328,5.84617919230368e-05,48.32431411743164,0.9906274676322937,628.6605725288391,0.00021509565704036504,0.031229393556714058,0.0028326234314590693,0.005405067466199398,0.24483342371240724,0.7075463866155284,0.0980275347828865
D,2,0,True,-0.013784827664494514,1.3780189752578735,-0.004992355592548847,0.008792472071945667,0.016487736137150932,0.005007121246308088,0.046893637627363205,0.030102457851171494,0.02865876443684101,0.4981518246543904,-0.008595013328886125,3.3926804065704346
D,2,250,True,16.479978561401367,0.017727958038449287,17.299182891845703,0.8192038536071777,77.60019634664059,0.021954204887151718,0.06686092168092728,0.5970042943954468,0.3769639730453491,0.3092564697241566,0.707828566596921,1.041860818862915
D,2,500,True,25.731735229492188,0.008253064937889576,26.690780639648438,0.9590455889701843,184.8202540576458,0.0030596284195780754,0.03988812491297722,0.09123137593269348,0.06046675518155098,0.3243365602344663,0.7312742134624083,0.23927055299282074
D,2,750,True,36.632381439208984,0.0009434131789021194,34.273677825927734,-2.358703851699829,382.2580755352974,0.002263489877805114,0.03374389559030533,0.06656309217214584,0.04970259964466095,0.35900329347350635,0.7987341076562492,0.11938974261283875
D,2,1000,True,35.88697052001953,0.00020439396030269563,35.05974578857422,-0.8272246718406677,339.0953185558319,0.0002716736344154924,0.025060314685106277,0.008215818554162979,0.0054279291070997715,0.3188745933584869,0.7706351083033951,0.05066302791237831
D,2,1250,True,46.726158142089844,0.00438513932749629,46.0490608215332,-0.6770955920219421,573.7651802301407,0.00017992644279729575,0.013560031540691853,0.0018981999019160867,0.0034171692095696926,0.3780582209631878,0.7910046670585871,0.018553216010332108
D,2,1500,True,47.24142074584961,0.0024235660675913095,45.469669342041016,-1.7717496156692505,569.1335080862045,0.0009788472671061754,0.019247062504291534,0.009665192104876041,0.021155945956707,0.3594036727687732,0.7925306599596903,0.042471256107091904
D,2,1750,True,39.68865966796875,9.843253792496398e-06,39.011505126953125,-0.6771535873413086,424.0413493514061,0.000490375969093293,0.024469470605254173,0.003108532400801778,0.012808360159397125,0.30634201953944284,0.7475849561208937,0.03435578569769859
D,2,2000,True,49.56477355957031,0.0005760840140283108,46.24257278442383,-3.3221988677978516,658.9134652614594,0.00013345225306693465,0.007956109009683132,0.00360907637514174,0.0020907463040202856,0.36073955464720103,0.8241205592785263,0.008322808891534805
D,2,2250,True,48.04864501953125,8.452500878775027e-06,49.990421295166016,1.9417767524719238,648.7986056804657,0.0005519408150576055,0.01039900816977024,0.013284548185765743,0.009328082203865051,0.3361290825996548,0.7476770663391411,0.011715748347342014
D,2,2499,True,41.17958450317383,5.683337076334283e-05,41.91365432739258,0.7340700030326843,490.52437376976013,0.0008362969383597374,0.00849994644522667,0.006939254235476255,0.0097764628008008,0.31103144179602776,0.7136659724468094,0.008882338181138039
