210000000,215000000,1002,6,42,0.06781,0.0
215000000,220000000,1003,7,43,0.08307,0.01
220000000,225000000,1004,8,44,0.09813,0.02
225000000,230000000,1000,0,45,0.1129,0.03
230000000,235000000,1001,1,46,0.12731,0.04
235000000,240000000,1002,2,47,0.14125,0.05
240000000,245000000,1003,3,42,0.15466,0.06
245000000,250000000,1004,4,43,0.16745,0.0
250000000,255000000,1000,5,44,0.17954,0.01
255000000,260000000,1001,6,45,0.19087,0.02
260000000,265000000,1002,7,46,0.20136,0.03
265000000,270000000,1003,8,47,0.21096,0.04
270000000,275000000,1004,0,42,0.21961,0.05
275000000,280000000,1000,1,43,0.22725,0.06
280000000,285000000,1001,2,44,0.23384,0.0
285000000,290000000,1002,3,45,0.23935,0.01
290000000,295000000,1003,4,46,0.24374,0.02
295000000,300000000,1004,5,47,0.24698,0.03
300000000,305000000,1000,6,42,0.24906,0.04
305000000,310000000,1001,7,43,0.24996,0.05
310000000,315000000,1002,8,44,0.24968,0.06
315000000,320000000,1003,0,45,0.24821,0.0
320000000,325000000,1004,1,46,0.24558,0.01
325000000,330000000,1000,2,47,0.24178,0.02
330000000,335000000,1001,3,42,0.23686,0.03
335000000,340000000,1002,4,43,0.23083,0.04
340000000,345000000,1003,5,44,0.22372,0.05
345000000,350000000,1004,6,45,0.2156,0.06
350000000,355000000,1000,7,46,0.20649,0.0
355000000,360000000,1001,8,47,0.19645,0.01
360000000,365000000,1002,0,42,0.18555,0.02
365000000,370000000,1003,1,43,0.17385,0.03
370000000,375000000,1004,2,44,0.16142,0.04
375000000,380000000,1000,3,45,0.14832,0.05
380000000,385000000,1001,4,46,0.13465,0.06
385000000,390000000,1002,5,47,0.12048,0.0
390000000,395000000,1003,6,42,0.10588,0.01
395000000,400000000,1004,7,43,0.09096,0.02
400000000,405000000,1000,8,44,0.0758,0.03
405000000,410000000,1001,0,45,0.06048,0.04
410000000,415000000,1002,1,46,0.0549,0.05
415000000,420000000,1003,2,47,0.07025,0.06
420000000,425000000,1004,3,42,0.08548,0.0
425000000,430000000,1000,4,43,0.1005,0.01
430000000,435000000,1001,5,44,0.11522,0.02
435000000,440000000,1002,6,45,0.12956,0.03
440000000,445000000,1003,7,46,0.14343,0.04
445000000,450000000,1004,8,47,0.15674,0.05
450000000,455000000,1000,0,42,0.16942,0.06
455000000,460000000,1001,1,43,0.1814,0.0
460000000,465000000,1002,2,44,0.1926,0.01
465000000,470000000,1003,3,45,0.20295,0.02
470000000,475000000,1004,4,46,0.2124,0.03
475000000,480000000,1000,5,47,0.22089,0.04
480000000,485000000,1001,6,42,0.22837,0.05
485000000,490000000,1002,7,43,0.2348,0.06
490000000,495000000,1003,8,44,0.24013,0.0
495000000,500000000,1004,0,45,0.24433,0.01
500000000,505000000,1000,1,46,0.24739,0.02
505000000,510000000,1001,2,47,0.24928,0.03
510000000,515000000,1002,3,42,0.24999,0.04
515000000,520000000,1003,4,43,0.24952,0.05
520000000,525000000,1004,5,44,0.24787,0.06
525000000,530000000,1000,6,45,0.24505,0.0
530000000,535000000,1001,7,46,0.24108,0.01
535000000,540000000,1002,8,47,0.23597,0.02
540000000,545000000,1003,0,42,0.22977,0.03
545000000,550000000,1004,1,43,0.2225,0.04
550000000,555000000,1000,2,44,0.21421,0.05
555000000,560000000,1001,3,45,0.20495,0.06
560000000,565000000,1002,4,46,0.19477,0.0
565000000,570000000,1003,5,47,0.18374,0.01
570000000,575000000,1004,6,42,0.17192,0.02
575000000,580000000,1000,7,43,0.15937,0.03
580000000,585000000,1001,8,44,0.14618,0.04
585000000,590000000,1002,0,45,0.13242,0.05
590000000,595000000,1003,1,46,0.11818,0.06
595000000,600000000,1004,2,47,0.10353,0.0
600000000,605000000,1000,3,42,0.08856,0.01
605000000,610000000,1001,4,43,0.07336,0.02
610000000,615000000,1002,5,44,0.05803,0.03
615000000,620000000,1003,6,45,0.05735,0.04
620000000,625000000,1004,7,46,0.07269,0.05
625000000,630000000,1000,8,47,0.08789,0.06
630000000,635000000,1001,0,42,0.10287,0.0
635000000,640000000,1002,1,43,0.11754,0.01
640000000,645000000,1003,2,44,0.1318,0.02
645000000,650000000,1004,3,45,0.14559,0.03
650000000,655000000,1000,4,46,0.1588,0.04
655000000,660000000,1001,5,47,0.17138,0.05
660000000,665000000,1002,6,42,0.18323,0.06
665000000,670000000,1003,7,43,0.1943,0.0
670000000,675000000,1004,8,44,0.20452,0.01
675000000,680000000,1000,0,45,0.21382,0.02
680000000,685000000,1001,1,46,0.22215,0.03
685000000,690000000,1002,2,47,0.22947,0.04
690000000,695000000,1003,3,42,0.23572,0.05
695000000,700000000,1004,4,43,0.24087,0.06
700000000,705000000,1000,5,44,0.2449,0.0
705000000,710000000,1001,6,45,0.24777,0.01
710000000,715000000,1002,7,46,0.24947,0.02
715000000,720000000,1003,8,47,0.25,0.03
720000000,725000000,1004,0,42,0.24934,0.04
725000000,730000000,1000,1,43,0.2475,0.05
730000000,735000000,1001,2,44,0.24449,0.06
735000000,740000000,1002,3,45,0.24034,0.0
740000000,745000000,1003,4,46,0.23505,0.01
745000000,750000000,1004,5,47,0.22868,0.02
750000000,755000000,1000,6,42,0.22124,0.03
755000000,760000000,1001,7,43,0.2128,0.04
760000000,765000000,1002,8,44,0.20339,0.05
765000000,770000000,1003,0,45,0.19307,0.06
770000000,775000000,1004,1,46,0.18191,0.0
775000000,780000000,1000,2,47,0.16997,0.01
780000000,785000000,1001,3,42,0.15731,0.02
785000000,790000000,1002,4,43,0.14403,0.03
790000000,795000000,1003,5,44,0.13018,0.04
795000000,800000000,1004,6,45,0.11587,0.05
800000000,805000000,1000,7,46,0.10116,0.06
805000000,810000000,1001,8,47,0.08615,0.0
810000000,815000000,1002,0,42,0.07093,0.01
815000000,820000000,1003,1,43,0.05558,0.02
820000000,825000000,1004,2,44,0.0598,0.03
825000000,830000000,1000,3,45,0.07512,0.04
830000000,835000000,1001,4,46,0.09029,0.05
835000000,840000000,1002,5,47,0.10523,0.06
840000000,845000000,1003,6,42,0.11984,0.0
845000000,850000000,1004,7,43,0.13403,0.01
850000000,855000000,1000,8,44,0.14773,0.02
855000000,860000000,1001,0,45,0.16085,0.03
860000000,865000000,1002,1,46,0.17332,0.04
865000000,870000000,1003,2,47,0.18505,0.05
870000000,875000000,1004,3,42,0.19599,0.06
875000000,880000000,1000,4,43,0.20606,0.0
880000000,885000000,1001,5,44,0.21521,0.01
885000000,890000000,1002,6,45,0.22339,0.02
890000000,895000000,1003,7,46,0.23053,0.03
895000000,900000000,1004,8,47,0.23661,0.04
900000000,905000000,1000,0,42,0.24159,0.05
905000000,910000000,1001,1,43,0.24543,0.06
910000000,915000000,1002,2,44,0.24812,0.0
915000000,920000000,1003,3,45,0.24964,0.01
920000000,925000000,1004,4,46,0.24997,0.02
925000000,930000000,1000,5,47,0.24912,0.03
930000000,935000000,1001,6,42,0.2471,0.04
935000000,940000000,1002,7,43,0.24391,0.05
940000000,945000000,1003,8,44,0.23957,0.06
945000000,950000000,1004,0,45,0.23411,0.0
950000000,955000000,1000,1,46,0.22756,0.01
955000000,960000000,1001,2,47,0.21997,0.02
960000000,965000000,1002,3,42,0.21136,0.03
965000000,970000000,1003,4,43,0.2018,0.04
970000000,975000000,1004,5,44,0.19135,0.05
975000000,980000000,1000,6,45,0.18006,0.06
980000000,985000000,1001,7,46,0.168,0.0
985000000,990000000,1002,8,47,0.15524,0.01
990000000,995000000,1003,0,42,0.14186,0.02
995000000,1000000000,1004,1,43,0.12793,0.03
1000000000,1005000000,1000,2,44,0.11355,0.04
1005000000,1010000000,1001,3,45,0.09879,0.05
1010000000,1015000000,1002,4,46,0.08374,0.06
1015000000,1020000000,1003,5,47,0.06849,0.0
1020000000,1025000000,1004,6,42,0.05313,0.01
1025000000,1030000000,1000,7,43,0.06225,0.02
1030000000,1035000000,1001,8,44,0.07755,0.03
1035000000,1040000000,1002,0,45,0.09269,0.04
1040000000,1045000000,1003,1,46,0.10758,0.05
1045000000,1050000000,1004,2,47,0.12213,0.06
1050000000,1055000000,1000,3,42,0.13625,0.0
1055000000,1060000000,1001,4,43,0.14986,0.01
1060000000,1065000000,1002,5,44,0.16288,0.02
1065000000,1070000000,1003,6,45,0.17524,0.03
1070000000,1075000000,1004,7,46,0.18685,0.04
1075000000,1080000000,1000,8,47,0.19765,0.05
1080000000,1085000000,1001,0,42,0.20758,0.06
1085000000,1090000000,1002,1,43,0.21658,0.0
1090000000,1095000000,1003,2,44,0.22459,0.01
1095000000,1100000000,1004,3,45,0.23158,0.02
1100000000,1105000000,1000,4,46,0.23748,0.03
1105000000,1110000000,1001,5,47,0.24228,0.04
1110000000,1115000000,1002,6,42,0.24594,0.05
1115000000,1120000000,1003,7,43,0.24844,0.06
1120000000,1125000000,1004,8,44,0.24977,0.0
1125000000,1130000000,1000,0,45,0.24992,0.01
1130000000,1135000000,1001,1,46,0.24888,0.02
1135000000,1140000000,1002,2,47,0.24667,0.03
1140000000,1145000000,1003,3,42,0.24329,0.04
1145000000,1150000000,1004,4,43,0.23877,0.05
1150000000,1155000000,1000,5,44,0.23314,0.06
1155000000,1160000000,1001,6,45,0.22642,0.0
1160000000,1165000000,1002,7,46,0.21866,0.01
1165000000,1170000000,1003,8,47,0.2099,0.02
1170000000,1175000000,1004,0,42,0.2002,0.03
1175000000,1180000000,1000,1,43,0.1896,0.04
1180000000,1185000000,1001,2,44,0.17819,0.05
1185000000,1190000000,1002,3,45,0.16601,0.06
1190000000,1195000000,1003,4,46,0.15315,0.0
1195000000,1200000000,1004,5,47,0.13967,0.01
1200000000,1205000000,1000,6,42,0.12567,0.02
1205000000,1210000000,1001,7,43,0.11122,0.03
1210000000,1215000000,1002,8,44,0.09641,0.04
1215000000,1220000000,1003,0,45,0.08132,0.05
1220000000,1225000000,1004,1,46,0.06605,0.06
1225000000,1230000000,1000,2,47,0.05068,0.0
1230000000,1235000000,1001,3,42,0.06469,0.01
1235000000,1240000000,1002,4,43,0.07998,0.02
1240000000,1245000000,1003,5,44,0.09508,0.03
1245000000,1250000000,1004,6,45,0.10992,0.04
1250000000,1255000000,1000,7,46,0.12441,0.05
1255000000,1260000000,1001,8,47,0.13846,0.06
1260000000,1265000000,1002,0,42,0.15198,0.0
1265000000,1270000000,1003,1,43,0.1649,0.01
1270000000,1275000000,1004,2,44,0.17714,0.02
1275000000,1280000000,1000,3,45,0.18863,0.03
1280000000,1285000000,1001,4,46,0.1993,0.04
1285000000,1290000000,1002,5,47,0.20908,0.05
1290000000,1295000000,1003,6,42,0.21793,0.06
1295000000,1300000000,1004,7,43,0.22578,0.0
1300000000,1305000000,1000,8,44,0.23259,0.01
1305000000,1310000000,1001,0,45,0.23832,0.02
1310000000,1315000000,1002,1,46,0.24294,0.03
1315000000,1320000000,1003,2,47,0.24642,0.04
1320000000,1325000000,1004,3,42,0.24873,0.05
1325000000,1330000000,1000,4,43,0.24987,0.06
1330000000,1335000000,1001,5,44,0.24983,0.0
1335000000,1340000000,1002,6,45,0.24861,0.01
1340000000,1345000000,1003,7,46,0.24621,0.02
1345000000,1350000000,1004,8,47,0.24265,0.03
1350000000,1355000000,1000,0,42,0.23795,0.04
1355000000,1360000000,1001,1,43,0.23214,0.05
1360000000,1365000000,1002,2,44,0.22525,0.06
1365000000,1370000000,1003,3,45,0.21733,0.0
1370000000,1375000000,1004,4,46,0.20842,0.01
1375000000,1380000000,1000,5,47,0.19857,0.02
1380000000,1385000000,1001,6,42,0.18784,0.03
1385000000,1390000000,1002,7,43,0.1763,0.04
1390000000,1395000000,1003,8,44,0.164,0.05
1395000000,1400000000,1004,0,45,0.15104,0.06
1400000000,1405000000,1000,1,46,0.13748,0.0
1405000000,1410000000,1001,2,47,0.1234,0.01
1410000000,1415000000,1002,3,42,0.10888,0.02
1415000000,1420000000,1003,4,43,0.09402,0.03
1420000000,1425000000,1004,5,44,0.0789,0.04
1425000000,1430000000,1000,6,45,0.0636,0.05
1430000000,1435000000,1001,7,46,0.05177,0.06
1435000000,1440000000,1002,8,47,0.06713,0.0
1440000000,1445000000,1003,0,42,0.0824,0.01
1445000000,1450000000,1004,1,43,0.09747,0.02
1450000000,1455000000,1000,2,44,0.11226,0.03
1455000000,1460000000,1001,3,45,0.12668,0.04
1460000000,1465000000,1002,4,46,0.14065,0.05
1465000000,1470000000,1003,5,47,0.15408,0.06
1470000000,1475000000,1004,6,42,0.1669,0.0
1475000000,1480000000,1000,7,43,0.17902,0.01
1480000000,1485000000,1001,8,44,0.19038,0.02
1485000000,1490000000,1002,0,45,0.20091,0.03
1490000000,1495000000,1003,1,46,0.21055,0.04
1495000000,1500000000,1004,2,47,0.21924,0.05
