value,runtime,starttime,VM_id
80563.3,23.32,2023-09-15 12:46:31.200,0
79894.6,23.63,2023-09-16 05:11:04.650,0
80221.6,23.35,2023-09-16 15:13:35.200,0
80761.2,23.32,2023-09-16 23:30:13.180,0
75088.5,23.53,2023-09-17 03:12:38.760,0
80139.9,23.34,2023-09-17 07:59:29.920,0
74362.0,23.36,2023-09-17 14:37:21.310,0
80464.5,23.77,2023-09-17 23:56:57.580,0
74869.5,23.32,2023-09-18 07:36:05.390,0
74342.3,23.51,2023-09-19 00:33:57.750,0
75001.8,23.33,2023-09-19 15:58:38.990,0
80309.1,23.5,2023-09-19 20:42:21.950,0
80784.6,23.69,2023-09-20 06:45:10.940,0
80285.7,23.33,2023-09-20 23:04:05.000,0
75309.0,23.35,2023-09-21 01:27:39.700,0
80173.4,23.62,2023-09-21 07:54:40.700,0
74993.3,23.45,2023-09-21 16:01:47.220,0
80537.1,23.51,2023-09-22 00:18:55.840,0
75542.3,23.34,2023-09-22 00:36:37.340,0
70040.8,23.42,2023-09-22 13:17:31.190,0
69301.5,23.48,2023-09-23 07:55:00.850,0
75549.7,23.52,2023-09-23 13:07:53.120,0
80740.5,23.34,2023-09-23 18:49:26.890,0
80093.0,23.41,2023-09-24 03:54:16.290,0
80719.5,23.42,2023-09-24 05:41:11.160,0
81027.6,23.29,2023-09-24 20:40:40.780,0
80934.4,23.3,2023-09-25 04:02:24.600,0
80263.2,23.3,2023-09-25 07:33:51.030,0
80884.4,23.32,2023-09-25 16:35:42.610,0
77943.0,23.36,2023-09-26 01:16:22.500,0
80108.7,23.37,2023-09-26 03:54:26.980,0
79930.7,23.37,2023-09-26 06:39:14.620,0
80370.2,23.37,2023-09-26 09:55:22.680,0
80538.7,23.32,2023-09-26 13:52:18.450,0
79435.3,23.31,2023-09-26 17:52:24.770,0
79479.7,23.45,2023-09-27 18:20:10.560,0
80411.4,23.64,2023-09-28 06:02:28.990,0
80652.8,23.37,2023-09-28 14:14:47.590,0
79736.1,23.36,2023-09-28 20:50:25.420,0
80073.7,23.41,2023-09-28 23:13:47.560,0
80196.3,23.4,2023-09-29 02:24:58.540,0
80758.6,23.3,2023-09-29 11:44:37.580,0
80283.8,23.37,2023-09-29 14:21:29.580,0
79940.5,23.38,2023-09-30 22:17:56.640,0
80744.8,23.38,2023-10-01 05:48:53.690,0
79823.7,23.46,2023-10-01 07:06:24.960,0
80507.3,23.37,2023-10-01 13:15:28.910,0
80574.3,23.34,2023-10-01 19:36:37.840,0
78029.7,23.52,2023-10-02 15:06:41.600,0
80342.7,23.37,2023-10-02 23:27:24.030,0
80893.4,23.48,2023-10-03 00:03:05.580,0
80510.1,23.35,2023-10-03 10:05:29.020,0
81023.4,23.34,2023-10-03 19:26:14.010,0
80264.3,23.39,2023-10-03 22:47:40.330,0
80264.7,23.32,2023-10-04 00:25:08.000,0
80805.6,23.36,2023-10-04 03:45:50.520,0
81628.2,23.3,2023-10-05 04:11:18.300,0
80437.8,23.36,2023-10-05 07:25:21.690,0
80714.6,23.34,2023-10-05 18:37:31.960,0
81134.5,23.44,2023-10-05 18:54:43.440,0
80687.9,23.36,2023-10-05 23:41:38.710,0
80518.6,23.45,2023-10-06 09:18:38.350,0
80608.6,24.4,2023-10-06 15:17:02.550,0
80916.5,23.35,2023-10-06 18:10:30.710,0
80484.0,23.43,2023-10-06 22:14:03.240,0
81275.1,23.42,2023-10-07 07:18:52.230,0
80741.5,23.4,2023-10-07 08:21:28.970,0
81126.1,23.38,2023-10-07 15:35:39.730,0
80418.3,23.36,2023-10-07 17:30:46.210,0
81421.3,23.36,2023-10-07 20:06:37.710,0
80909.6,23.44,2023-10-08 16:34:00.190,0
81124.6,23.34,2023-10-08 22:00:34.560,0
80266.8,23.37,2023-10-08 23:41:58.350,0
80141.9,23.48,2023-10-09 21:04:10.820,0
79665.5,23.45,2023-10-10 01:01:12.140,0
79297.4,23.51,2023-10-10 07:06:55.920,0
78982.6,23.57,2023-10-10 13:35:42.480,0
80729.9,23.48,2023-10-10 17:00:55.240,0
79909.9,23.56,2023-10-10 20:29:55.700,0
79248.5,23.6,2023-10-11 06:55:48.410,0
79806.8,23.53,2023-10-11 12:32:35.920,0
79766.1,23.64,2023-10-12 01:05:53.000,0
79052.3,23.63,2023-10-12 06:43:12.670,0
80105.2,23.48,2023-10-12 11:08:02.020,0
78847.5,23.57,2023-10-12 19:35:46.390,0
78371.0,23.64,2023-10-13 09:06:45.550,0
77991.3,23.65,2023-10-13 12:33:01.810,0
79043.4,23.57,2023-10-13 16:25:01.060,0
78836.8,23.69,2023-10-14 00:40:47.800,0
75301.6,23.71,2023-10-14 15:37:25.310,0
78407.6,23.68,2023-10-14 18:38:55.710,0
77820.0,23.73,2023-10-15 05:44:02.140,0
77739.8,23.78,2023-10-15 07:47:17.260,0
76634.3,23.62,2023-10-15 10:25:06.170,0
77690.3,23.81,2023-10-16 12:14:43.490,0
77615.3,23.79,2023-10-16 13:08:54.000,0
78317.1,23.71,2023-10-16 16:24:57.710,0
78695.3,23.66,2023-10-17 04:21:43.240,0
79289.7,23.46,2023-10-17 09:21:05.500,0
78564.0,23.66,2023-10-17 12:54:25.570,0
78757.6,23.61,2023-10-17 18:15:38.820,0
79419.5,23.63,2023-10-17 23:21:41.630,0
79375.7,23.57,2023-10-18 07:00:30.110,0
78675.1,23.57,2023-10-18 15:03:10.570,0
77385.3,23.64,2023-10-19 09:30:16.410,0
77602.2,23.61,2023-10-19 12:41:25.710,0
78587.3,23.58,2023-10-19 14:33:43.490,0
78985.7,23.56,2023-10-19 16:23:23.450,0
78846.5,23.62,2023-10-19 18:28:06.160,0
77793.3,23.67,2023-10-20 13:50:14.460,0
79588.4,23.49,2023-10-21 02:29:52.310,0
78604.2,23.57,2023-10-21 22:42:50.830,0
78197.0,23.57,2023-10-22 01:44:47.270,0
74981.5,24.15,2023-10-22 03:38:08.610,0
78602.8,23.6,2023-10-22 07:00:38.450,0
74255.8,23.58,2023-10-22 20:56:01.110,0
78432.9,23.52,2023-10-23 02:57:31.610,0
79072.0,23.53,2023-10-23 08:51:09.190,0
78824.9,23.66,2023-10-23 14:25:52.740,0
77576.9,23.61,2023-10-24 05:59:08.940,0
78132.5,23.61,2023-10-24 14:01:06.280,0
77921.7,23.59,2023-10-24 21:00:06.360,0
78382.2,23.56,2023-10-24 22:55:13.840,0
77739.8,23.73,2023-10-25 10:30:13.240,0
78034.7,23.67,2023-10-25 14:24:47.590,0
77087.6,23.63,2023-10-25 17:45:25.630,0
77857.7,23.7,2023-10-25 22:35:37.020,0
78477.4,23.58,2023-10-26 01:10:11.280,0
77946.0,23.86,2023-10-26 03:35:26.080,0
77154.8,23.79,2023-10-26 10:45:51.990,0
78660.4,23.76,2023-10-26 17:17:48.610,0
77633.3,23.62,2023-10-26 23:12:12.620,0
77368.2,23.68,2023-10-27 22:16:57.730,0
77758.6,23.64,2023-10-28 03:01:49.180,0
77406.8,23.55,2023-10-28 17:45:45.120,0
78226.0,23.74,2023-10-29 00:17:31.120,0
77571.6,23.83,2023-10-29 03:27:00.850,0
78480.4,23.5,2023-10-29 09:48:55.640,0
78704.1,23.59,2023-10-29 11:44:27.500,0
77338.0,23.69,2023-10-29 16:36:34.760,0
77905.8,23.73,2023-10-30 00:56:02.000,0
77811.6,23.69,2023-10-30 07:56:48.430,0
71855.9,23.81,2023-10-30 12:41:31.950,0
67001.6,24.19,2023-10-30 21:30:43.490,0
78058.0,23.83,2023-10-31 06:32:54.370,0
77210.4,23.85,2023-10-31 11:32:00.490,0
77964.7,23.83,2023-10-31 15:05:59.530,0
77755.0,23.9,2023-11-01 02:51:36.600,0
77187.7,23.73,2023-11-01 08:08:25.730,0
78528.9,23.65,2023-11-01 18:50:53.510,0
78250.5,23.73,2023-11-02 07:38:35.620,0
77231.4,23.74,2023-11-02 08:50:55.740,0
78104.7,23.74,2023-11-02 12:51:01.200,0
77622.4,23.81,2023-11-02 15:14:35.000,0
77839.1,23.59,2023-11-03 12:40:40.300,0
76381.6,23.98,2023-11-03 17:17:12.760,0
69132.5,23.74,2023-11-03 21:25:33.910,0
67133.8,23.97,2023-11-04 16:33:27.780,0
78163.2,23.73,2023-11-04 19:34:01.280,0
78335.4,23.7,2023-11-04 23:26:24.650,0
77420.0,23.95,2023-11-05 12:12:40.680,0
77876.0,23.81,2023-11-05 12:33:05.810,0
77635.9,23.82,2023-11-05 20:15:53.810,0
77467.9,23.71,2023-11-05 23:03:21.230,0
78425.8,23.77,2023-11-06 10:21:24.470,0
77996.4,23.72,2023-11-06 15:23:29.730,0
79132.3,23.56,2023-11-06 17:10:44.430,0
78916.4,23.61,2023-11-07 17:10:25.470,0
78466.8,23.77,2023-11-08 10:34:36.850,0
77310.7,23.61,2023-11-08 13:09:26.880,0
77904.0,23.7,2023-11-08 17:24:32.080,0
77039.2,23.56,2023-11-08 17:35:21.560,0
78828.9,23.56,2023-11-08 23:04:51.930,0
79842.5,23.43,2023-11-09 00:55:39.150,0
79278.7,23.59,2023-11-09 03:41:40.050,0
78992.5,23.51,2023-11-09 16:18:08.260,0
78461.0,23.6,2023-11-09 16:45:07.580,0
78723.9,23.67,2023-11-09 20:29:52.460,0
72355.1,23.56,2023-11-10 16:19:16.020,0
78883.1,23.42,2023-11-10 23:30:11.020,0
78456.0,23.67,2023-11-11 03:31:09.670,0
78015.9,23.6,2023-11-11 04:40:53.000,0
72737.1,23.68,2023-11-11 19:04:24.310,0
78719.1,23.64,2023-11-12 06:10:59.850,0
78630.5,23.58,2023-11-12 15:08:52.790,0
77886.8,23.58,2023-11-12 20:47:12.550,0
77936.9,23.63,2023-11-13 02:36:16.150,0
77736.8,23.87,2023-11-13 06:22:54.600,0
77434.8,23.75,2023-11-13 06:33:44.000,0
80510.8,23.48,2023-11-13 20:31:54.290,0
78813.2,23.63,2023-11-13 22:49:32.400,0
78224.5,23.63,2023-11-14 03:40:05.230,0
78037.9,24.72,2023-11-14 19:54:22.710,0
78160.3,23.59,2023-11-15 04:26:11.330,0
78264.2,23.63,2023-11-15 06:21:28.450,0
78487.6,23.59,2023-11-15 09:01:57.620,0
79897.4,23.32,2023-11-15 22:59:38.930,0
77487.6,23.82,2023-11-16 08:59:19.330,0
77476.3,23.75,2023-11-16 14:17:40.440,0
78542.4,23.62,2023-11-16 20:05:59.730,0
78230.9,23.75,2023-11-17 17:39:29.320,0
78116.1,23.7,2023-11-17 23:38:46.830,0
76017.4,23.94,2023-11-18 02:47:50.440,0
78348.6,23.84,2023-11-18 04:27:37.510,0
77456.0,23.77,2023-11-18 07:48:11.500,0
78215.7,23.86,2023-11-18 11:34:54.310,0
78196.6,23.7,2023-11-18 23:57:03.370,0
77747.2,23.82,2023-11-19 16:11:46.270,0
76170.6,23.94,2023-11-20 03:46:19.320,0
77721.1,23.8,2023-11-20 13:46:05.030,0
77660.3,23.67,2023-11-21 02:55:27.560,0
77794.6,23.88,2023-11-21 11:03:35.940,0
71153.4,24.03,2023-11-21 15:55:37.110,0
76672.4,23.68,2023-11-21 18:37:53.340,0
77703.5,23.78,2023-11-22 09:02:31.440,0
76734.4,23.82,2023-11-22 10:02:48.360,0
76593.0,24.03,2023-11-22 14:00:04.510,0
77284.7,23.75,2023-11-23 01:42:42.680,0
77288.7,23.63,2023-11-23 07:47:28.310,0
77835.4,23.85,2023-11-23 09:32:59.340,0
78247.5,23.79,2023-11-23 14:21:51.160,0
78148.2,23.85,2023-11-23 22:39:45.520,0
78327.0,23.83,2023-11-24 06:11:34.490,0
77835.7,23.83,2023-11-24 08:39:24.670,0
78493.5,23.81,2023-11-25 14:47:32.390,0
77554.6,23.92,2023-11-26 00:45:04.870,0
78177.0,23.76,2023-11-26 06:34:56.120,0
77379.7,23.92,2023-11-26 16:09:35.030,0
77300.1,23.77,2023-11-26 20:30:47.660,0
78315.9,23.69,2023-11-28 07:10:50.250,0
76796.0,24.03,2023-11-28 11:23:22.390,0
77740.5,23.86,2023-11-28 16:16:03.960,0
77767.9,23.83,2023-11-29 02:22:03.590,0
77558.1,23.87,2023-11-29 14:39:13.290,0
78129.7,23.87,2023-11-30 06:32:44.120,0
77028.8,23.84,2023-11-30 11:20:17.020,0
77990.8,23.74,2023-11-30 16:07:43.360,0
78068.3,23.83,2023-12-01 04:01:24.750,0
80889.7,23.31,2023-12-01 09:22:20.050,0
78181.0,23.87,2023-12-01 12:42:34.460,0
77247.3,23.77,2023-12-01 15:19:51.060,0
80578.6,23.36,2023-12-02 01:05:52.260,0
67615.8,24.26,2023-12-02 14:24:26.530,0
78177.5,23.84,2023-12-02 19:11:39.760,0
78285.6,23.97,2023-12-03 06:56:15.450,0
77559.8,23.86,2023-12-03 19:01:07.300,0
78635.7,23.7,2023-12-03 23:09:28.000,0
78051.6,23.74,2023-12-04 02:50:50.580,0
78275.6,23.76,2023-12-04 14:33:15.480,0
77544.7,23.85,2023-12-04 21:58:38.100,0
77755.6,23.9,2023-12-05 01:30:02.640,0
77946.1,23.76,2023-12-05 04:00:13.090,0
77860.2,23.73,2023-12-05 11:23:47.180,0
78167.7,23.74,2023-12-05 22:27:29.750,0
78435.6,23.73,2023-12-06 08:29:05.350,0
78478.0,23.76,2023-12-06 13:25:15.710,0
71214.4,23.69,2023-12-07 02:54:47.880,0
78274.0,23.77,2023-12-07 07:28:50.300,0
78300.5,23.83,2023-12-07 14:01:47.950,0
78266.6,23.7,2023-12-07 21:21:32.810,0
77501.5,23.84,2023-12-08 21:09:40.000,0
77899.9,23.61,2023-12-09 01:57:13.530,0
78381.9,23.63,2023-12-09 05:37:45.530,0
77557.3,23.71,2023-12-09 11:01:24.520,0
76733.5,23.73,2023-12-09 12:09:50.960,0
74488.6,24.17,2023-12-09 15:12:09.170,0
77511.8,23.77,2023-12-10 04:33:33.390,0
77884.7,23.83,2023-12-10 20:09:44.690,0
77805.2,23.87,2023-12-11 21:53:27.940,0
77478.0,23.77,2023-12-12 02:26:21.010,0
77992.5,23.81,2023-12-12 03:34:01.670,0
77425.9,23.69,2023-12-12 10:08:59.530,0
77357.6,23.86,2023-12-12 11:46:21.480,0
77310.9,23.86,2023-12-12 17:36:34.200,0
76998.9,23.98,2023-12-13 00:49:36.710,0
77736.7,23.92,2023-12-13 05:34:21.770,0
76760.5,23.84,2023-12-14 02:34:13.510,0
77326.1,23.88,2023-12-14 04:28:46.740,0
78438.7,23.64,2023-12-14 08:18:25.220,0
77165.0,23.97,2023-12-15 07:10:36.860,0
78270.6,23.85,2023-12-15 08:45:06.900,0
76510.0,23.89,2023-12-15 11:21:04.710,0
76995.8,23.98,2023-12-15 13:30:57.430,0
78046.7,23.65,2023-12-15 17:49:19.990,0
77024.2,23.97,2023-12-16 08:16:14.790,0
77282.5,23.9,2023-12-16 21:46:18.080,0
77522.4,23.97,2023-12-17 05:07:19.390,0
76223.6,23.91,2023-12-17 08:16:14.880,0
66439.6,24.1,2023-12-17 16:40:56.000,0
76198.1,23.93,2023-12-18 15:18:39.930,0
77686.6,23.99,2023-12-19 02:41:49.820,0
76917.5,23.84,2023-12-19 09:37:19.280,0
78048.5,23.81,2023-12-19 12:50:04.150,0
77946.4,23.78,2023-12-19 16:02:14.900,0
77860.0,23.81,2023-12-20 03:39:59.810,0
77717.9,23.89,2023-12-20 19:30:08.990,0
77916.6,23.99,2023-12-21 09:03:06.940,0
76295.8,23.98,2023-12-21 11:29:00.530,0
77597.2,23.93,2023-12-21 17:37:19.180,0
77866.7,23.77,2023-12-21 20:37:12.770,0
77538.2,23.91,2023-12-22 13:49:18.080,0
78043.6,23.9,2023-12-22 19:27:37.540,0
76858.0,23.97,2023-12-23 00:36:37.860,0
77095.3,23.93,2023-12-23 02:29:41.780,0
77213.5,23.91,2023-12-23 17:30:44.130,0
77380.9,23.91,2023-12-24 00:01:35.440,0
77555.2,23.94,2023-12-24 01:18:11.170,0
77238.2,23.9,2023-12-24 06:05:53.560,0
78190.3,23.8,2023-12-24 12:26:16.250,0
77774.4,23.85,2023-12-24 20:02:17.120,0
77977.0,23.92,2023-12-25 02:48:50.770,0
78033.0,23.87,2023-12-25 20:36:31.720,0
75342.9,24.0,2023-12-26 01:21:03.760,0
77758.8,23.87,2023-12-26 10:25:11.310,0
77749.1,23.89,2023-12-26 16:10:16.760,0
77623.9,23.96,2023-12-26 18:04:12.610,0
78051.3,23.69,2023-12-26 20:17:56.740,0
77803.6,23.99,2023-12-27 03:43:53.640,0
77476.8,23.84,2023-12-27 08:16:46.930,0
78026.4,23.85,2023-12-28 05:40:32.090,0
76342.8,23.93,2023-12-28 08:51:06.540,0
76872.4,23.95,2023-12-29 01:39:56.370,0
77195.7,23.85,2023-12-29 08:25:48.340,0
77523.6,23.85,2023-12-29 12:30:01.310,0
75042.5,23.83,2023-12-29 18:46:14.830,0
77769.4,23.86,2023-12-30 12:25:36.810,0
77258.5,23.78,2023-12-30 13:36:31.330,0
77709.8,23.92,2023-12-30 16:55:03.760,0
77659.7,24.0,2023-12-31 11:05:40.990,0
77093.2,23.94,2023-12-31 14:55:39.280,0
76374.0,24.03,2023-12-31 21:36:22.200,0
77628.7,24.09,2024-01-01 03:51:18.070,0
77510.7,24.01,2024-01-01 05:39:41.190,0
77363.6,23.84,2024-01-01 14:03:23.500,0
78107.4,23.84,2024-01-01 20:27:45.800,0
77539.7,23.83,2024-01-02 04:19:45.010,0
77305.7,23.97,2024-01-02 09:27:04.060,0
75621.7,24.06,2024-01-03 05:54:37.190,0
77061.8,24.06,2024-01-03 09:04:21.460,0
78104.9,23.87,2024-01-03 13:56:47.660,0
78041.5,24.05,2024-01-03 19:14:59.430,0
77069.8,23.95,2024-01-04 00:52:24.520,0
76435.2,23.92,2024-01-04 02:02:22.470,0
77584.1,23.87,2024-01-04 14:45:01.580,0
76668.1,23.82,2024-01-04 17:25:24.900,0
76882.9,23.86,2024-01-05 04:53:52.680,0
77550.1,23.84,2024-01-05 18:18:43.310,0
77357.2,23.76,2024-01-06 10:28:54.130,0
75809.7,24.0,2024-01-06 11:27:29.200,0
78202.6,23.92,2024-01-07 05:49:44.470,0
77272.9,23.95,2024-01-07 13:46:06.070,0
77856.3,23.69,2024-01-07 21:38:51.800,0
77695.4,23.97,2024-01-08 02:56:13.000,0
77729.4,23.95,2024-01-08 17:20:26.780,0
77094.2,23.95,2024-01-08 20:12:20.490,0
77034.2,23.94,2024-01-09 04:09:46.420,0
