TIMESTAMP,ContextTokens,GeneratedTokens
2023-11-16 18:16:29.3958900,1192,419
2023-11-16 18:16:29.4891630,899,403
2023-11-16 18:16:29.6803370,163,224
2023-11-16 18:16:29.8740510,181,212
2023-11-16 18:16:30.2696450,416,88
2023-11-16 18:16:30.2905000,1163,426
2023-11-16 18:16:30.4717140,243,14
2023-11-16 18:16:30.5740160,1041,428
2023-11-16 18:16:30.6036610,1350,146
2023-11-16 18:16:30.7213310,1104,396
2023-11-16 18:16:30.7419110,1127,426
2023-11-16 18:16:31.5086690,1114,414
2023-11-16 18:16:31.6903470,1083,396
2023-11-16 18:16:31.7061030,1313,173
2023-11-16 18:16:31.7855360,888,395
2023-11-16 18:16:31.8009570,13,130
2023-11-16 18:16:31.8555470,874,89
2023-11-16 18:16:31.9274420,1065,395
2023-11-16 18:16:32.1833420,1157,426
2023-11-16 18:16:32.2108320,1077,390
2023-11-16 18:16:32.6614120,2903,59
2023-11-16 18:16:32.7829110,4079,27
2023-11-16 18:16:32.8710290,1149,411
2023-11-16 18:16:32.9106650,996,389
2023-11-16 18:16:33.0871490,990,394
2023-11-16 18:16:33.3072790,197,183
2023-11-16 18:16:33.3587340,4107,49
2023-11-16 18:16:33.8903150,197,217
2023-11-16 18:16:34.1405300,1378,407
2023-11-16 18:16:34.4146520,1214,421
2023-11-16 18:16:34.6058920,1016,375
2023-11-16 18:16:34.7135810,1186,398
2023-11-16 18:16:34.7261190,4076,60
2023-11-16 18:16:34.8151980,1100,426
2023-11-16 18:16:34.9769650,218,217
2023-11-16 18:16:35.3902470,1232,419
2023-11-16 18:16:35.6761970,975,416
2023-11-16 18:16:35.9076280,209,217
2023-11-16 18:16:36.2417730,181,85
2023-11-16 18:16:36.2680470,1029,388
2023-11-16 18:16:36.3415020,888,418
2023-11-16 18:16:36.4050700,1113,375
2023-11-16 18:16:36.4232750,1035,520
2023-11-16 18:16:36.4232810,1009,425
2023-11-16 18:16:36.5130240,869,450
2023-11-16 18:16:36.5590200,1183,431
2023-11-16 18:16:36.9091140,972,395
2023-11-16 18:16:37.1667260,1097,396
2023-11-16 18:16:37.3116770,206,183
2023-11-16 18:16:37.3355720,181,208
2023-11-16 18:16:37.3382470,1316,200
2023-11-16 18:16:37.4223750,908,456
2023-11-16 18:16:37.5748110,1094,422
2023-11-16 18:16:37.5889230,996,422
2023-11-16 18:16:37.6757690,420,89
2023-11-16 18:16:37.8018320,1112,385
2023-11-16 18:16:38.0456860,1133,396
2023-11-16 18:16:38.1596160,890,403
2023-11-16 18:16:38.3020060,833,36
2023-11-16 18:16:38.3589370,1093,426
2023-11-16 18:16:38.6208420,206,211
2023-11-16 18:16:38.8008100,898,454
2023-11-16 18:16:38.9082210,1312,180
2023-11-16 18:16:38.9292120,1129,396
2023-11-16 18:16:38.9384300,375,67
2023-11-16 18:16:39.5638960,862,425
2023-11-16 18:16:39.8239180,167,179
2023-11-16 18:16:39.8526300,914,414
2023-11-16 18:16:40.2438380,209,217
2023-11-16 18:16:40.3870460,982,594
2023-11-16 18:16:40.6733510,200,161
2023-11-16 18:16:40.7030540,1313,156
2023-11-16 18:16:40.7982490,999,416
2023-11-16 18:16:41.7636110,1084,397
2023-11-16 18:16:41.7909860,399,106
2023-11-16 18:16:42.0202400,1065,594
2023-11-16 18:16:43.2684100,1036,446
2023-11-16 18:16:43.6460100,1243,398
2023-11-16 18:16:43.8981050,1128,384
2023-11-16 18:16:43.9606690,1000,375
2023-11-16 18:16:44.0952140,992,56
2023-11-16 18:16:44.1330290,920,87
2023-11-16 18:16:44.1732210,1040,388
2023-11-16 18:16:44.1845350,411,101
2023-11-16 18:16:44.1917370,900,91
2023-11-16 18:16:44.2582860,1018,425
2023-11-16 18:16:44.4613430,4082,44
2023-11-16 18:16:44.9463190,395,99
2023-11-16 18:16:45.1455040,209,217
2023-11-16 18:16:46.6741100,181,113
2023-11-16 18:16:46.8527900,1118,414
2023-11-16 18:16:46.8641860,972,392
2023-11-16 18:16:47.1067610,1847,53
2023-11-16 18:16:47.3287340,392,96
2023-11-16 18:16:47.4591150,197,217
2023-11-16 18:16:47.5121590,975,409
2023-11-16 18:16:47.5530220,1025,443
2023-11-16 18:16:47.8258560,1027,388
2023-11-16 18:16:47.9441270,1143,409
2023-11-16 18:16:47.9661530,1028,394
2023-11-16 18:16:47.9747050,874,402
2023-11-16 18:16:48.4451950,997,492
2023-11-16 18:16:48.5175450,72,245
2023-11-16 18:16:48.5186180,851,397
2023-11-16 18:16:48.5874250,408,91
2023-11-16 18:16:48.6092840,1113,531
2023-11-16 18:16:48.8550760,1313,170
2023-11-16 18:16:48.9570740,1083,426
2023-11-16 18:16:49.1629210,1139,394
2023-11-16 18:16:49.5237160,978,437
2023-11-16 18:16:49.7236180,26,146
2023-11-16 18:16:49.7933320,386,61
2023-11-16 18:16:50.2784830,1074,411
2023-11-16 18:16:50.7759920,209,162
2023-11-16 18:16:50.8673230,1099,455
2023-11-16 18:16:51.5689000,120,12
2023-11-16 18:16:51.5915880,126,173
2023-11-16 18:16:51.6164500,416,140
2023-11-16 18:16:51.6213800,4074,40
2023-11-16 18:16:51.6708580,394,83
2023-11-16 18:16:51.7446750,1043,399
2023-11-16 18:16:51.7447460,1099,396
2023-11-16 18:16:51.7466010,857,91
2023-11-16 18:16:52.0288970,209,217
2023-11-16 18:16:52.2121860,1109,365
2023-11-16 18:16:52.3956860,993,441
2023-11-16 18:16:52.4668410,888,418
2023-11-16 18:16:52.9907610,2294,72
2023-11-16 18:16:53.0840800,1141,388
2023-11-16 18:16:53.1922030,1067,394
2023-11-16 18:16:53.3048190,1116,423
2023-11-16 18:16:53.3362740,416,79
2023-11-16 18:16:53.3740580,1126,520
2023-11-16 18:16:53.3922250,203,179
2023-11-16 18:16:53.9265180,379,144
2023-11-16 18:16:54.1205230,56,164
2023-11-16 18:16:54.6109990,1232,410
2023-11-16 18:16:54.6136420,209,162
2023-11-16 18:16:54.6466800,206,162
2023-11-16 18:16:55.3627990,1083,378
2023-11-16 18:16:55.6983330,171,183
2023-11-16 18:16:56.7764550,982,429
2023-11-16 18:16:56.9680610,2208,87
2023-11-16 18:16:57.1385400,374,54
2023-11-16 18:16:57.5941110,1019,413
2023-11-16 18:16:57.6583070,126,205
2023-11-16 18:16:58.2338050,1147,396
2023-11-16 18:16:58.6072120,1078,428
2023-11-16 18:16:58.9395760,883,413
2023-11-16 18:16:59.1437960,169,217
2023-11-16 18:16:59.3669290,1094,429
2023-11-16 18:16:59.4529200,1001,427
2023-11-16 18:16:59.7496970,391,93
2023-11-16 18:16:59.8200270,4081,38
2023-11-16 18:16:59.8695810,1085,388
2023-11-16 18:16:59.9652410,1064,395
2023-11-16 18:17:00.1822740,1070,411
2023-11-16 18:17:00.5221530,972,575
2023-11-16 18:17:00.6875430,1099,394
2023-11-16 18:17:00.7275850,980,384
2023-11-16 18:17:01.9851730,1057,393
2023-11-16 18:17:02.3077990,1082,409
2023-11-16 18:17:02.4071160,1072,400
2023-11-16 18:17:02.5144880,385,98
2023-11-16 18:17:02.5433500,78,141
2023-11-16 18:17:02.7803140,412,100
2023-11-16 18:17:02.9667400,1027,388
2023-11-16 18:17:03.2389700,1146,466
2023-11-16 18:17:03.4299470,994,419
2023-11-16 18:17:03.9911970,846,108
2023-11-16 18:17:04.2275790,1140,430
2023-11-16 18:17:04.9349320,1059,649
2023-11-16 18:17:04.9945260,1354,200
2023-11-16 18:17:05.3655870,167,171
2023-11-16 18:17:05.3884330,1792,50
2023-11-16 18:17:05.4222470,40,134
2023-11-16 18:17:05.9266200,407,104
2023-11-16 18:17:05.9969940,1065,411
2023-11-16 18:17:06.0036700,181,241
2023-11-16 18:17:06.1119960,1314,137
2023-11-16 18:17:06.1473170,181,128
2023-11-16 18:17:06.4678490,163,205
2023-11-16 18:17:06.4695530,2,93
2023-11-16 18:17:06.4979770,1314,203
2023-11-16 18:17:06.6766480,1056,394
2023-11-16 18:17:06.8632730,978,442
2023-11-16 18:17:07.0773670,1217,565
2023-11-16 18:17:07.1018040,1056,398
2023-11-16 18:17:07.5759460,951,445
2023-11-16 18:17:07.8254620,1233,401
2023-11-16 18:17:08.3093730,1317,169
2023-11-16 18:17:08.7466820,1103,520
2023-11-16 18:17:08.7905000,887,375
2023-11-16 18:17:09.0942230,1123,396
2023-11-16 18:17:09.1783390,1095,379
2023-11-16 18:17:09.5996540,1079,419
2023-11-16 18:17:10.4163350,1073,420
2023-11-16 18:17:10.4782610,1147,413
2023-11-16 18:17:10.7096920,212,183
2023-11-16 18:17:11.2525270,411,81
2023-11-16 18:17:11.2687590,380,76
2023-11-16 18:17:11.2779760,2522,62
2023-11-16 18:17:11.3575550,990,468
2023-11-16 18:17:11.5748650,1106,414
2023-11-16 18:17:11.6444870,1117,396
2023-11-16 18:17:11.7570040,1147,396
2023-11-16 18:17:12.1501630,127,178
2023-11-16 18:17:12.4135650,1021,428
2023-11-16 18:17:12.4770670,1081,394
2023-11-16 18:17:12.9396080,1104,394
2023-11-16 18:17:13.2061950,1149,429
2023-11-16 18:17:13.4015580,399,86
2023-11-16 18:17:13.6337490,1127,385
2023-11-16 18:17:13.7873650,766,85
2023-11-16 18:17:13.8394030,1073,396
2023-11-16 18:17:14.0259640,91,16
2023-11-16 18:17:14.0499780,922,402
2023-11-16 18:17:14.0950610,1314,220
2023-11-16 18:17:14.1208520,1049,396
2023-11-16 18:17:14.1593100,1048,399
2023-11-16 18:17:14.6538290,1180,404
2023-11-16 18:17:14.7923670,194,217
2023-11-16 18:17:15.0326650,1063,396
2023-11-16 18:17:15.0621540,206,217
2023-11-16 18:17:15.4068100,1083,386
2023-11-16 18:17:15.6606930,1016,436
2023-11-16 18:17:15.9473740,958,427
2023-11-16 18:17:16.0760100,91,16
2023-11-16 18:17:16.1274850,335,18
2023-11-16 18:17:16.3798170,895,114
2023-11-16 18:17:16.6262720,1004,532
2023-11-16 18:17:16.9231770,194,223
2023-11-16 18:17:17.6032860,1001,427
2023-11-16 18:17:17.6951410,954,390
2023-11-16 18:17:17.9894550,4083,44
2023-11-16 18:17:18.0672970,203,217
2023-11-16 18:17:18.1112920,980,385
2023-11-16 18:17:18.5552660,91,24
2023-11-16 18:17:18.6562390,428,102
2023-11-16 18:17:18.9441360,878,110
2023-11-16 18:17:18.9701430,4088,41
2023-11-16 18:17:19.1655710,212,164
2023-11-16 18:17:19.7449890,982,411
2023-11-16 18:17:20.7336250,445,174
2023-11-16 18:17:20.7431190,394,86
2023-11-16 18:17:20.7817520,1023,421
2023-11-16 18:17:21.0083270,1314,152
2023-11-16 18:17:21.1926490,1009,420
2023-11-16 18:17:21.3333170,1007,375
2023-11-16 18:17:21.6260440,1161,373
2023-11-16 18:17:21.6721570,4085,52
2023-11-16 18:17:22.0963870,1067,429
2023-11-16 18:17:22.6569430,1038,409
2023-11-16 18:17:23.1721630,1136,422
2023-11-16 18:17:23.2818030,169,217
2023-11-16 18:17:23.4027630,313,18
2023-11-16 18:17:23.5006450,1116,574
2023-11-16 18:17:23.6885580,1240,501
2023-11-16 18:17:23.6947390,1060,58
2023-11-16 18:17:23.7166460,209,167
2023-11-16 18:17:23.8215970,428,108
2023-11-16 18:17:24.0466400,1093,414
2023-11-16 18:17:24.6362230,1045,585
2023-11-16 18:17:24.8593070,435,111
2023-11-16 18:17:25.0910970,1037,390
2023-11-16 18:17:25.6412610,422,95
2023-11-16 18:17:26.3061630,1313,201
2023-11-16 18:17:26.3254020,1184,394
2023-11-16 18:17:26.3308380,1001,396
2023-11-16 18:17:26.5708000,890,387
2023-11-16 18:17:26.7771460,181,140
2023-11-16 18:17:27.1267490,1119,397
2023-11-16 18:17:27.2627820,407,92
2023-11-16 18:17:27.7383050,1188,388
2023-11-16 18:17:27.8443500,1016,375
2023-11-16 18:17:28.1415580,1095,417
2023-11-16 18:17:28.2514960,1027,395
2023-11-16 18:17:28.4021470,1102,455
2023-11-16 18:17:28.7481560,1026,429
2023-11-16 18:17:28.8816870,1996,70
2023-11-16 18:17:28.9131020,1314,139
2023-11-16 18:17:28.9310460,181,173
2023-11-16 18:17:29.1011360,1049,397
2023-11-16 18:17:29.2540510,1132,414
2023-11-16 18:17:29.2630750,1088,386
2023-11-16 18:17:29.5393420,125,205
2023-11-16 18:17:30.1637080,2396,69
2023-11-16 18:17:30.1926510,206,167
2023-11-16 18:17:30.4104930,376,73
2023-11-16 18:17:31.0367480,127,198
2023-11-16 18:17:31.2401180,4078,49
2023-11-16 18:17:31.5968230,404,109
2023-11-16 18:17:31.9562680,1026,409
2023-11-16 18:17:32.1585220,1199,394
2023-11-16 18:17:32.5127900,91,16
2023-11-16 18:17:32.6331280,1013,422
2023-11-16 18:17:32.6609130,990,392
2023-11-16 18:17:32.7925140,4083,38
2023-11-16 18:17:33.0108020,1314,200
2023-11-16 18:17:33.0705980,1069,499
2023-11-16 18:17:33.0889680,1017,519
2023-11-16 18:17:33.6881330,200,183
2023-11-16 18:17:33.8790470,124,204
2023-11-16 18:17:34.0270310,895,393
2023-11-16 18:17:34.6373970,399,112
2023-11-16 18:17:34.7356560,410,95
2023-11-16 18:17:35.3048290,1107,388
2023-11-16 18:17:35.7314870,212,217
2023-11-16 18:17:36.0412390,1007,385
2023-11-16 18:17:36.7905260,1052,652
2023-11-16 18:17:36.7955210,1143,388
2023-11-16 18:17:37.0404600,307,18
2023-11-16 18:17:37.2973570,392,91
2023-11-16 18:17:37.5010600,129,185
2023-11-16 18:17:37.5326150,129,159
2023-11-16 18:17:37.8048800,936,431
2023-11-16 18:17:37.9758180,128,205
2023-11-16 18:17:38.2223570,1025,388
2023-11-16 18:17:38.7475010,203,217
2023-11-16 18:17:39.1591490,431,97
2023-11-16 18:17:39.3059790,1000,396
2023-11-16 18:17:39.4130100,1045,496
2023-11-16 18:17:39.6702300,165,192
2023-11-16 18:17:39.8957790,1163,429
2023-11-16 18:17:40.1308980,1143,580
2023-11-16 18:17:40.4984220,1012,389
2023-11-16 18:17:40.5227920,1121,433
2023-11-16 18:17:40.6210100,971,373
2023-11-16 18:17:40.7679770,1088,377
2023-11-16 18:17:41.2033000,1028,498
2023-11-16 18:17:41.3330000,127,202
2023-11-16 18:17:41.4368210,1139,371
2023-11-16 18:17:41.4446740,1100,414
2023-11-16 18:17:41.4713830,1019,403
2023-11-16 18:17:42.0113550,1022,443
2023-11-16 18:17:42.0538090,1176,373
2023-11-16 18:17:42.0789230,1007,403
2023-11-16 18:17:42.6063240,382,38
2023-11-16 18:17:43.1877220,396,107
2023-11-16 18:17:43.2143630,401,147
2023-11-16 18:17:43.3019490,882,135
2023-11-16 18:17:44.1064200,1161,429
2023-11-16 18:17:44.2131270,21,139
2023-11-16 18:17:44.3486340,1053,383
2023-11-16 18:17:44.6331000,402,102
2023-11-16 18:17:44.6484160,1037,434
2023-11-16 18:17:45.0778770,4077,81
2023-11-16 18:17:45.2329090,945,504
2023-11-16 18:17:45.6271890,1050,403
2023-11-16 18:17:45.9924460,1036,386
2023-11-16 18:17:46.0234340,4075,91
2023-11-16 18:17:46.0899990,1062,413
2023-11-16 18:17:46.1402350,4105,67
2023-11-16 18:17:46.2554290,1070,398
2023-11-16 18:17:46.5804930,206,181
2023-11-16 18:17:46.8038340,419,130
2023-11-16 18:17:46.8205020,181,132
2023-11-16 18:17:46.9001090,1127,415
2023-11-16 18:17:47.1929030,1043,394
2023-11-16 18:17:47.5484570,4082,104
2023-11-16 18:17:47.7574030,413,95
2023-11-16 18:17:47.9710900,934,378
2023-11-16 18:17:48.5158790,1039,379
2023-11-16 18:17:49.4980170,91,24
2023-11-16 18:17:49.7034880,1017,393
2023-11-16 18:17:49.7119260,1007,468
2023-11-16 18:17:49.7452040,375,66
2023-11-16 18:17:49.9601410,10,146
2023-11-16 18:17:50.0952680,994,414
2023-11-16 18:17:50.2137970,298,18
2023-11-16 18:17:50.3461110,1002,388
2023-11-16 18:17:50.4581890,1021,390
2023-11-16 18:17:50.9398750,209,217
2023-11-16 18:17:51.0871290,386,96
2023-11-16 18:17:51.1228350,1092,415
2023-11-16 18:17:51.3622260,403,142
2023-11-16 18:17:51.3677120,415,101
2023-11-16 18:17:51.4028890,1013,363
2023-11-16 18:17:51.5147130,1014,395
2023-11-16 18:17:51.6150610,1034,377
2023-11-16 18:17:51.7836770,1002,396
2023-11-16 18:17:52.1302300,1149,516
2023-11-16 18:17:52.3953910,1112,403
2023-11-16 18:17:52.4645030,1314,159
2023-11-16 18:17:52.5734930,1917,56
2023-11-16 18:17:52.9053660,1043,431
2023-11-16 18:17:52.9185400,1032,421
2023-11-16 18:17:53.0525920,1093,382
2023-11-16 18:17:53.0771320,1173,429
2023-11-16 18:17:53.8469210,203,189
2023-11-16 18:17:54.0248120,390,97
2023-11-16 18:17:54.5548400,4085,59
2023-11-16 18:17:54.5711160,4090,56
2023-11-16 18:17:54.6723960,409,93
2023-11-16 18:17:54.7779540,402,92
2023-11-16 18:17:54.9691250,1354,225
2023-11-16 18:17:55.4990300,181,213
2023-11-16 18:17:55.5628180,1035,414
2023-11-16 18:17:55.6930640,1033,420
2023-11-16 18:17:55.7820320,206,179
2023-11-16 18:17:55.9410190,888,426
2023-11-16 18:17:56.0154610,209,183
2023-11-16 18:17:56.1861990,1102,433
2023-11-16 18:17:56.3576650,1007,424
2023-11-16 18:17:56.4126130,203,167
2023-11-16 18:17:56.4941840,1173,421
2023-11-16 18:17:56.4995140,1080,371
2023-11-16 18:17:56.7784330,395,92
2023-11-16 18:17:56.7866320,1011,677
2023-11-16 18:17:57.1067310,91,24
2023-11-16 18:17:57.1639350,209,167
2023-11-16 18:17:57.4905280,1159,399
2023-11-16 18:17:57.5891000,463,739
2023-11-16 18:17:57.7731650,1094,398
2023-11-16 18:17:57.7747640,130,199
2023-11-16 18:17:58.0510410,203,162
2023-11-16 18:17:58.4074670,206,217
2023-11-16 18:17:58.8074480,1003,373
2023-11-16 18:17:59.0762940,376,88
2023-11-16 18:17:59.4629280,401,125
2023-11-16 18:17:59.7617390,1023,427
2023-11-16 18:18:00.0729610,197,217
2023-11-16 18:18:00.1167790,91,16
2023-11-16 18:18:00.9136600,77,187
2023-11-16 18:18:01.0522490,4083,67
2023-11-16 18:18:01.1500270,1056,396
2023-11-16 18:18:01.5365580,1033,397
2023-11-16 18:18:01.5614790,1118,378
2023-11-16 18:18:01.6122880,1269,152
2023-11-16 18:18:01.7267310,1035,401
2023-11-16 18:18:01.8073370,1256,414
2023-11-16 18:18:01.8094890,1211,450
2023-11-16 18:18:01.8334930,396,89
2023-11-16 18:18:02.0813090,4078,46
2023-11-16 18:18:02.0941530,91,16
2023-11-16 18:18:02.3197540,1066,421
2023-11-16 18:18:02.4097390,91,24
2023-11-16 18:18:02.5051610,414,79
2023-11-16 18:18:02.8004920,378,52
2023-11-16 18:18:02.9075210,385,112
2023-11-16 18:18:03.7611470,1314,285
2023-11-16 18:18:04.1868300,401,88
2023-11-16 18:18:04.8353950,404,98
2023-11-16 18:18:04.8410630,91,16
2023-11-16 18:18:05.1201770,194,188
2023-11-16 18:18:05.2565930,4086,64
2023-11-16 18:18:05.4846420,1111,389
2023-11-16 18:18:05.7223470,1125,395
2023-11-16 18:18:05.9464630,1013,421
2023-11-16 18:18:06.0438230,847,89
2023-11-16 18:18:06.8946630,375,101
2023-11-16 18:18:06.9451580,1046,393
2023-11-16 18:18:07.0251760,395,58
2023-11-16 18:18:07.1432420,402,86
2023-11-16 18:18:07.4549850,1207,386
2023-11-16 18:18:07.5456770,997,415
2023-11-16 18:18:07.7337190,191,162
2023-11-16 18:18:07.9091040,978,430
2023-11-16 18:18:07.9547300,200,217
2023-11-16 18:18:08.1530850,1160,421
2023-11-16 18:18:08.1949690,1216,466
2023-11-16 18:18:08.1964830,912,427
2023-11-16 18:18:08.1974830,181,104
2023-11-16 18:18:08.3572150,206,162
2023-11-16 18:18:08.9449300,1010,396
2023-11-16 18:18:09.1116610,975,68
2023-11-16 18:18:09.5188720,1033,396
2023-11-16 18:18:09.6737700,163,157
2023-11-16 18:18:09.8645420,382,62
2023-11-16 18:18:09.8756410,1082,426
2023-11-16 18:18:10.0476130,1311,415
2023-11-16 18:18:10.0842840,200,217
2023-11-16 18:18:10.0873350,4093,91
2023-11-16 18:18:10.0983110,91,16
2023-11-16 18:18:10.1758010,181,85
2023-11-16 18:18:10.2453980,1004,412
2023-11-16 18:18:10.7233910,1315,144
2023-11-16 18:18:10.9805570,203,161
2023-11-16 18:18:11.3166080,960,403
2023-11-16 18:18:12.0673830,1032,387
2023-11-16 18:18:12.1291510,1144,396
2023-11-16 18:18:12.1400870,414,130
2023-11-16 18:18:12.1403730,399,86
2023-11-16 18:18:12.4698320,1113,98
2023-11-16 18:18:12.5259320,181,107
2023-11-16 18:18:12.7353380,161,193
2023-11-16 18:18:12.9330480,1001,398
2023-11-16 18:18:13.1001330,371,54
2023-11-16 18:18:13.2324850,1176,385
2023-11-16 18:18:13.4102710,1061,429
2023-11-16 18:18:13.6370140,886,95
2023-11-16 18:18:13.7206960,4101,58
2023-11-16 18:18:13.8516620,1137,428
2023-11-16 18:18:13.9062510,1245,389
2023-11-16 18:18:13.9364030,401,103
2023-11-16 18:18:14.0774910,405,83
2023-11-16 18:18:14.2893420,1319,169
2023-11-16 18:18:14.6762130,1052,429
2023-11-16 18:18:14.8697200,91,24
2023-11-16 18:18:14.9384730,1062,393
2023-11-16 18:18:14.9405690,2042,52
2023-11-16 18:18:14.9582190,4080,74
2023-11-16 18:18:15.6109630,328,18
2023-11-16 18:18:15.6596320,8,122
2023-11-16 18:18:15.8266310,1313,156
2023-11-16 18:18:15.8930490,2278,45
2023-11-16 18:18:15.9430870,1129,414
2023-11-16 18:18:15.9531420,405,110
2023-11-16 18:18:16.0984070,393,105
2023-11-16 18:18:16.4094860,167,187
2023-11-16 18:18:16.4269720,1040,456
2023-11-16 18:18:16.6577870,1113,399
2023-11-16 18:18:16.6923320,1042,411
2023-11-16 18:18:16.7130670,1180,414
2023-11-16 18:18:16.7445290,1069,426
2023-11-16 18:18:16.8681250,209,217
2023-11-16 18:18:17.5731350,1065,426
2023-11-16 18:18:17.5771510,128,173
2023-11-16 18:18:17.5874790,4082,50
2023-11-16 18:18:17.5877230,1037,415
2023-11-16 18:18:17.8359330,966,403
2023-11-16 18:18:17.8510150,380,99
2023-11-16 18:18:18.0064720,1087,396
2023-11-16 18:18:18.0614790,218,179
2023-11-16 18:18:18.1002660,387,75
2023-11-16 18:18:18.1971150,1000,498
2023-11-16 18:18:19.1020270,383,114
2023-11-16 18:18:19.1440310,1093,429
2023-11-16 18:18:19.5425410,1262,390
2023-11-16 18:18:19.6938820,1473,450
2023-11-16 18:18:20.4050840,1127,563
2023-11-16 18:18:21.2392710,1076,464
2023-11-16 18:18:21.3428630,1067,393
2023-11-16 18:18:21.3502140,402,73
2023-11-16 18:18:21.4594820,209,179
2023-11-16 18:18:21.6827540,1047,401
2023-11-16 18:18:22.0185500,200,193
2023-11-16 18:18:22.2781080,942,404
2023-11-16 18:18:22.4517890,1072,446
2023-11-16 18:18:22.5360850,1232,419
2023-11-16 18:18:22.6642100,373,91
2023-11-16 18:18:22.8197380,999,395
2023-11-16 18:18:22.9452770,1146,426
2023-11-16 18:18:23.4178130,1049,667
2023-11-16 18:18:23.7661090,1130,375
2023-11-16 18:18:23.7662440,1009,419
2023-11-16 18:18:24.0058470,1317,320
